,Unnamed: 0,user_id,Phone_Build_Median,address_county_specific,address_suburb_specific,address_city_specific,address_town_specific,address_village_specific,address_city_district_specific,address_neighbourhood_specific,user_different_locations_visited,User_Max_Movement,User_Average_Movement,User_Total_Movement,total_timings,Total_Entries,time_spent_location_class_0,time_spent_location_class_1,time_spent_location_class_2,battery_location_0_timing_0,battery_location_1_timing_0,battery_location_2_timing_0,battery_location_0_timing_1,battery_location_1_timing_1,battery_location_2_timing_1,battery_location_0_timing_2,battery_location_1_timing_2,battery_location_2_timing_2,battery_location_class_0,battery_location_class_1,battery_location_class_2,entries_location_class_0,entries_location_class_1,entries_location_class_2,battery_timing_class_0,battery_timing_class_1,battery_timing_class_2,entries_timing_class_0,entries_timing_class_1,entries_timing_class_2,Associated_User_Afternoon_Count,Associated_User_Evening_Count,Associated_User_Morning_Count,Associated_User_Night_Count,Afternoon_Battery,Evening_Battery,Morning_Battery,Night_Battery,associated_devices,user_associated_brand_vivo_count,user_total_brands,user_carriers_JIO,total_user_carriers,different_os_versions,latest_os_version,different_locales,user_page_visit_app,user_page_visit_device,user_page_visit_documents,user_page_visit_files,user_page_visit_home,user_page_visit_notifications,user_page_visit_payments,user_page_visit_recharges,user_page_visit_service,user_page_visit_session,user_page_visit_shopping,user_total_page_visits,associated_device_different_locations_visited,associated_device_brand_vivo_count,associated_device_total_brands,associated_device_carriers_JIO,associated_device_total_carriers,associated_device_page_visit_app,associated_device_page_visit_device,associated_device_page_visit_documents,associated_device_page_visit_files,associated_device_page_visit_home,associated_device_page_visit_payments,associated_device_page_visit_recharges,associated_device_page_visit_session,associated_device_page_visit_shopping,associated_device_total_page_visits,associated_users,Associated_Device_Max_Movement,Associated_Device_Average_Movement,Associated_Device_Afternoon_Count,Associated_Device_Evening_Count,Associated_Device_Morning_Count,Associated_Device_Night_Count,user_associated_brand_Other_count,user_associated_brand_oneplus_count,user_associated_brand_oppo_count,user_associated_brand_poco_count,user_associated_brand_realme_count,user_associated_brand_redmi_count,user_associated_brand_samsung_count,user_associated_brand_xiaomi_count,user_carriers_AIRTEL,user_carriers_BSNL,user_carriers_Other,user_carriers_VODAFONE,user_page_visit_giftcards,user_page_visit_gold,user_page_visit_qr,user_page_visit_subscriptions,user_page_visit_virtual_cards,user_page_visit_contacts,user_page_visit_onboarding,user_page_visit_references,user_page_visit_referrer,user_page_visit_repayments,associated_device_brand_Other_count,associated_device_brand_oneplus_count,associated_device_brand_oppo_count,associated_device_brand_poco_count,associated_device_brand_realme_count,associated_device_brand_redmi_count,associated_device_brand_samsung_count,associated_device_brand_xiaomi_count,associated_device_carriers_AIRTEL,associated_device_carriers_BSNL,associated_device_carriers_Other,associated_device_carriers_VODAFONE,associated_device_page_visit_giftcards,associated_device_page_visit_gold,associated_device_page_visit_qr,associated_device_page_visit_subscriptions,associated_device_page_visit_virtual_cards,associated_device_page_visit_contacts,associated_device_page_visit_notifications,associated_device_page_visit_onboarding,associated_device_page_visit_references,associated_device_page_visit_referrer,associated_device_page_visit_repayments,associated_device_page_visit_service,Associated_Device_Total_Movement
10,,956749.0,4194949.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.04976946855251872,0.014924658290962615,2.552116567754608,144.0,2326.0,1.1094666666666666,0.006808333333333333,0.0,0.9399999976158142,0.8899999856948853,,0.5199999809265137,0.8399999737739563,0.8400000035762787,0.9399999976158142,0.8399999737739563,,0.9100000262260437,0.8399999737739563,0.8400000035762787,1043.0,1281.0,2.0,0.9300000071525574,0.8399999737739563,0.8399999737739563,461.0,1399.0,466.0,183.0,0.0,1136.0,1007.0,0.9399999976158142,0.5299999713897705,0.8600000143051147,0.6000000238418579,2.0,1.0,2.0,1.0,3.0,2.0,13.0,1.0,240.0,60.0,47.0,20.0,2.0,135.0,1245.0,8.0,172.0,0.0,175.0,2326.0,94243.0,175.0,2326.0,2151.0,2501.0,822856.0,435676.0,228101.0,118604.0,6803.0,3794977.0,48372.0,0.0,793165.0,7975749.0,11280.0,0.05060632371553072,0.015550679540151298,1063506.0,32265.0,4021080.0,2858898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,956740.0,4194949.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,98.0,0.09192388155425747,0.014803157127603501,70.35940582749937,678.0,8621.0,3.7243833333333334,0.5051333333333333,0.0,0.75,0.7900000214576721,,0.7300000190734863,0.45499999821186066,,0.3199999928474426,0.6949999928474426,0.9200000166893005,0.550000011920929,0.6299999952316284,0.9200000166893005,7622.0,998.0,1.0,0.75,0.699999988079071,0.3799999952316284,2143.0,2305.0,4173.0,4458.0,344.0,2616.0,1203.0,0.46000000834465027,0.3700000047683716,0.7099999785423279,0.7699999809265137,11.0,1.0,2.0,1.0,3.0,4.0,13.0,1.0,981.0,672.0,66.0,39.0,3.0,321.0,4251.0,27.0,366.0,9.0,959.0,8621.0,310127.0,3681.0,8621.0,8320.0,14562.0,2048591.0,1466827.0,579856.0,69542.0,6655.0,9287415.0,39909.0,21210.0,2106992.0,19196525.0,21217.0,0.07707788269017377,0.021487269053214665,10315724.0,708815.0,5671082.0,2500904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5951.0,0.0,0.0,291.0,2152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,,956733.0,4194949.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.001414213562367287,0.0011380711874530243,0.003414213562359073,22.0,113.0,0.6377166666666666,23.63041666666667,0.0,,0.20999999344348907,,,0.14000000059604645,0.11999999731779099,0.07000000029802322,0.05999999865889549,,0.07000000029802322,0.18000000715255737,0.11999999731779099,14.0,98.0,1.0,0.20999999344348907,0.14000000059604645,0.07000000029802322,50.0,14.0,49.0,0.0,0.0,113.0,0.0,0.0,0.0,0.14000000059604645,0.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,1.0,7.0,7.0,31.0,2.0,2.0,1.0,30.0,0.0,19.0,0.0,9.0,113.0,339.0,0.0,113.0,113.0,113.0,791.0,791.0,3503.0,226.0,226.0,3390.0,0.0,0.0,1017.0,12769.0,113.0,0.001414213562367287,0.0011380711874530243,0.0,0.0,12769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,,956721.0,4194949.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.021633307652784758,0.012900830514957823,0.12900830514957823,39.0,229.0,2.77955,0.03888333333333334,0.35718333333333335,,0.7599999904632568,,0.2199999988079071,0.20000000298023224,0.75,,0.49000000953674316,,0.2199999988079071,0.49000000953674316,0.75,35.0,191.0,3.0,0.7599999904632568,0.2199999988079071,0.49000000953674316,38.0,91.0,100.0,100.0,0.0,88.0,41.0,0.49000000953674316,0.0,0.2199999988079071,0.7599999904632568,1.0,0.0,1.0,0.0,1.0,1.0,12.0,1.0,12.0,12.0,56.0,5.0,1.0,7.0,81.0,4.0,16.0,0.0,16.0,229.0,1145.0,0.0,229.0,0.0,229.0,2748.0,2748.0,12824.0,1145.0,229.0,18549.0,916.0,0.0,3664.0,52441.0,229.0,0.021633307652784758,0.012900830514957823,22900.0,0.0,20152.0,9389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0,0.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,,956650.0,4194949.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.03324154027718731,0.016530465415189217,0.16530465415189216,74.0,395.0,5.010975,0.0011666666666666668,1.2669083333333333,0.47999998927116394,0.8399999737739563,0.3700000047683716,,,0.800000011920929,0.44999998807907104,,0.8500000238418579,0.4699999988079071,0.8399999737739563,0.7799999713897705,36.0,2.0,357.0,0.4699999988079071,0.800000011920929,0.8399999737739563,93.0,139.0,163.0,171.0,7.0,138.0,79.0,0.8399999737739563,0.699999988079071,0.7799999713897705,0.4099999964237213,1.0,0.0,1.0,1.0,2.0,1.0,11.0,1.0,32.0,33.0,81.0,5.0,1.0,4.0,144.0,0.0,20.0,0.0,44.0,395.0,1975.0,0.0,395.0,395.0,790.0,12640.0,13035.0,31995.0,1975.0,395.0,56880.0,0.0,0.0,17380.0,156025.0,395.0,0.03324154027718731,0.016530465415189217,67545.0,2765.0,54510.0,31205.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,0.0,0.0,0.0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,,956568.0,4194949.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,19.645424836332754,1.8754947490381622,393.8538972980139,112.0,821.0,1.2583833333333332,1.3575416666666666,1.736625,0.2800000011920929,,,0.27000001072883606,0.09000000357627869,0.6150000095367432,0.6000000238418579,,0.2800000011920929,0.3100000023841858,0.09000000357627869,0.2800000011920929,720.0,19.0,82.0,0.2800000011920929,0.23999999463558197,0.5699999928474426,132.0,439.0,250.0,525.0,40.0,176.0,80.0,0.27000001072883606,0.8199999928474426,0.44999998807907104,0.2800000011920929,5.0,1.0,3.0,1.0,4.0,3.0,13.0,1.0,39.0,39.0,40.0,89.0,1.0,22.0,321.0,51.0,52.0,1.0,126.0,821.0,11939.0,56.0,821.0,746.0,1505.0,20845.0,20845.0,27360.0,44035.0,684.0,188421.0,27920.0,684.0,77833.0,473853.0,821.0,0.015811388300840997,0.004824730683098474,292697.0,25350.0,101086.0,54720.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,81.0,0.0,684.0,0.0,56.0,0.0,19.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,,956509.0,4194949.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.05283937925448479,0.02683247942367081,0.16099487654202485,58.0,242.0,2.0871,0.014316666666666667,0.0,0.8399999737739563,0.8700000047683716,,0.6499999761581421,,0.4399999976158142,0.5,,,0.8399999737739563,0.8700000047683716,0.4399999976158142,237.0,4.0,1.0,0.8399999737739563,0.6499999761581421,0.5,151.0,31.0,60.0,62.0,3.0,52.0,125.0,0.5,0.75,0.7900000214576721,0.8600000143051147,1.0,1.0,1.0,1.0,2.0,1.0,12.0,1.0,22.0,20.0,79.0,6.0,1.0,5.0,25.0,0.0,13.0,1.0,38.0,242.0,968.0,242.0,242.0,242.0,484.0,5324.0,4840.0,19118.0,1452.0,242.0,6050.0,0.0,242.0,9196.0,58564.0,242.0,0.05283937925448479,0.02683247942367081,15004.0,726.0,12584.0,30250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,,956496.0,4194949.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.03551056180912608,0.01666405949253881,0.7498826771642464,147.0,995.0,15.266516666666666,3.3303333333333334,0.31205,,,0.5699999928474426,,0.3499999940395355,0.6800000071525574,0.6899999976158142,,0.800000011920929,0.6899999976158142,0.3499999940395355,0.6299999952316284,78.0,13.0,904.0,0.5699999928474426,0.6200000047683716,0.800000011920929,370.0,279.0,346.0,346.0,0.0,135.0,514.0,0.800000011920929,0.0,0.47999998927116394,0.5699999928474426,1.0,0.0,1.0,0.0,1.0,1.0,10.0,1.0,112.0,46.0,49.0,3.0,6.0,69.0,488.0,0.0,70.0,4.0,87.0,995.0,9950.0,0.0,995.0,0.0,995.0,111440.0,45770.0,48755.0,2985.0,5970.0,485560.0,0.0,3980.0,86565.0,990025.0,995.0,0.03551056180912608,0.01666405949253881,344270.0,0.0,134325.0,511430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,,956417.0,4194949.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,0.7626303167328197,0.2926676897852507,500.75441722256306,354.0,3962.0,0.49168333333333336,1.0816833333333333,0.7446583333333334,0.6399999856948853,0.4000000059604645,0.6299999952316284,0.5899999737739563,0.3700000047683716,0.550000011920929,0.2800000011920929,0.4099999964237213,0.9800000190734863,0.45000000298023224,0.3799999952316284,0.5699999928474426,544.0,468.0,2950.0,0.6399999856948853,0.5299999713897705,0.6399999856948853,714.0,2245.0,1003.0,1328.0,86.0,2111.0,437.0,0.6399999856948853,0.6800000071525574,0.5600000023841858,0.49000000953674316,5.0,1.0,2.0,1.0,2.0,2.0,13.0,2.0,587.0,259.0,112.0,28.0,3.0,336.0,1652.0,27.0,155.0,4.0,450.0,3962.0,110461.0,367.0,3962.0,3962.0,7720.0,1507642.0,542734.0,138455.0,47368.0,6802.0,4052387.0,44961.0,9182.0,999733.0,9408528.0,5322.0,0.5848247600777496,0.22184574588171652,2889484.0,203710.0,5360914.0,954420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3758.0,0.0,0.0,0.0,20237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,,956416.0,4194949.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.02343074902772085,0.01186624881119392,0.42718495720298116,57.0,260.0,6.419716666666667,0.017616666666666666,0.5739,,0.8299999833106995,0.8700000047683716,0.4000000059604645,,0.41999998688697815,,0.6600000262260437,0.550000011920929,0.4000000059604645,0.6700000166893005,0.8299999833106995,22.0,10.0,228.0,0.8700000047683716,0.4000000059604645,0.550000011920929,119.0,29.0,112.0,100.0,0.0,29.0,131.0,0.550000011920929,0.0,0.4000000059604645,0.8700000047683716,1.0,0.0,1.0,1.0,1.0,1.0,9.0,1.0,41.0,22.0,47.0,4.0,1.0,19.0,50.0,2.0,23.0,0.0,31.0,260.0,2340.0,0.0,260.0,260.0,260.0,10660.0,5720.0,12220.0,1040.0,260.0,13000.0,520.0,0.0,8060.0,67600.0,260.0,0.02343074902772085,0.01186624881119392,26000.0,0.0,7540.0,34060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
